processid	bin_uri	order_name	lat	lon	country
GBAAW53160-24	BOLD:ACB3661	Anura	NA	NA	Unrecoverable
GBAAW59262-24	BOLD:AGD3403	Anura	NA	NA	India
GBAAW64335-24	BOLD:AAC5953	Anura	NA	NA	Unrecoverable
GBAAW74149-24	BOLD:AGD4831	Anura	NA	NA	Unrecoverable
GBAAW7817-24	BOLD:ACB3452	Anura	NA	NA	Unrecoverable
GBAP13031-19	BOLD:AEH4197	Anura	NA	NA	NA
GBAP13669-19	NA	Anura	NA	NA	NA
GBAP1662-12	NA	Anura	-25.6973	134.023	Australia
GBAP20869-19	BOLD:AAB2873	Anura	NA	NA	NA
GBAP2516-13	BOLD:AAA6598	Anura	NA	NA	NA
GBAP2908-13	BOLD:AAB2782	Anura	NA	NA	NA
GBAP2932-13	BOLD:AAA6596	Anura	NA	NA	NA
GBAP3055-13	BOLD:ACE8268	Anura	NA	NA	NA
GBAP3905-13	BOLD:ACA3794	Anura	NA	NA	Brazil
GBAP4471-13	BOLD:ACH6774	Anura	NA	NA	NA
GBAP4748-15	BOLD:ACS6140	Anura	NA	NA	NA
GBAP5322-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP957-09	BOLD:ADK5695	Anura	NA	NA	NA
GBCHO16132-23	NA	Anura	NA	NA	Unrecoverable
GBCOC1140-23	BOLD:AAD6744	Anura	NA	NA	Unrecoverable
GBCOC3048-23	BOLD:AAB7344	Anura	NA	NA	China
GBCOC3141-23	BOLD:ACB3869	Anura	35.1359	103.142	China
GBCOC3175-23	BOLD:AAB7344	Anura	NA	NA	China
GBMIN91887-17	BOLD:AAE4077	Anura	38.0733	104.691	China
GBMIN92122-17	BOLD:AAC6750	Anura	NA	NA	NA
GBMIN92917-17	BOLD:AAD5040	Anura	NA	NA	NA
GBMIN92978-17	BOLD:ACD2618	Anura	NA	NA	NA
GBMIN93200-17	BOLD:AAB7346	Anura	NA	NA	NA
GBMNA18647-19	BOLD:ADR2770	Anura	38.0733	104.691	China
GBMNB1804-20	BOLD:ADJ9536	Anura	NA	NA	China
GBMNB2247-20	BOLD:AAD5289	Anura	NA	NA	NA
GBMNC75317-20	BOLD:AEG8035	Anura	NA	NA	Brazil
GBMND1162-21	BOLD:ABY6883	Anura	-7.15555	-35.0155	Brazil
GBMND1194-21	BOLD:ABY6883	Anura	-9.68308	-38.6307	Brazil
GBMND1392-21	BOLD:AAX2395	Anura	NA	NA	Madagascar
GBMND61473-21	BOLD:AEL0628	Anura	-9.74	-75.96	Peru
GBMNE66523-22	BOLD:ACG3361	Anura	NA	NA	Brazil
GBMNE66527-22	BOLD:ACG3361	Anura	NA	NA	Brazil
GBMNE66530-22	BOLD:ACA3607	Anura	NA	NA	Brazil
GBMNE66549-22	BOLD:ACA3607	Anura	NA	NA	Brazil
GBMNE66550-22	BOLD:ACA3607	Anura	NA	NA	Brazil
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
GBMTG2335-16	BOLD:ADC9226	Anura	NA	NA	NA
JSRAC345-06	BOLD:AAA3971	Anura	NA	NA	Canada
OSTEO049-14	BOLD:ACM7337	Anura	NA	NA	Venezuela
TAD030-15	BOLD:ACT0393	Anura	NA	NA	Thailand
TAD030-15	BOLD:ACT0393	Anura	NA	NA	Thailand
VTCOL135-19	BOLD:AAB9718	Anura	42.6176	-81.4683	Canada
WAMAL127-10	BOLD:AAT9134	Anura	-28.7666	114.617	Australia
WAMID239-10	BOLD:AAT9082	Anura	-10.1333	124.283	Indonesia
ABAAP041-08	BOLD:AAE5180	Anura	38.651	48.789	Azerbaijan
ABAAP093-08	BOLD:AAB9951	Anura	62.518	113.959	Russia
ABAAP113-08	BOLD:AAE7567	Anura	37.558	43.25	Turkey
AMPSA166-12	BOLD:AAH8095	Anura	-32.287	28.792	South Africa
AMPSA262-13	BOLD:ACK0135	Anura	-10.815	40.546	Mozambique
ASDM025-07	NA	Anura	4.49	-52.03	French Guiana
BSECO002-11	NA	Anura	4.773	-73.037	Colombia
BSECO020-11	NA	Anura	4.773	-73.037	Colombia
BSECO032-11	NA	Anura	4.773	-73.037	Colombia
BSECO047-11	NA	Anura	4.773	-73.037	Colombia
BSECO092-11	NA	Anura	4.773	-73.038	Colombia
BSECO137-11	NA	Anura	5.201	-73.1834	Colombia
BSECO181-11	NA	Anura	3.228	-73.852	Colombia
BSECO187-11	NA	Anura	3.228	-73.852	Colombia
BSECO194-11	NA	Anura	3.228	-73.852	Colombia
BSECO246-11	NA	Anura	3.228	-73.861	Colombia
BSECO292-11	NA	Anura	5.867	-73.674	Colombia
BSECO316-11	NA	Anura	7.3962	-73.4955	Colombia
DBNGF133-10	BOLD:ACE5836	Anura	-5.78617	145.059	Papua New Guinea
EANAA009-12	NA	Anura	58.47	-94.04	Canada
EANAA015-12	NA	Anura	58.47	-94.04	Canada
EANAA091-12	NA	Anura	38.922	-95.431	United States
EANAA298-13	NA	Anura	NA	NA	United States
EANAA299-13	NA	Anura	33.879	-92.556	United States
EVACC064-12	NA	Anura	8.63312	-80.0767	Panama
GBAAW40590-24	BOLD:ACH3358	Anura	NA	NA	Madagascar
GBAAW48353-24	BOLD:AAE9581	Anura	3.74	-75.2	Colombia
GBAAW48488-24	BOLD:ABX2327	Anura	NA	NA	Nigeria
GBAAW75372-24	BOLD:ADK2533	Anura	NA	NA	Unrecoverable
GBAP12427-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea
GBAP1329-12	BOLD:ACF3132	Anura	-19.0416	46.6849	Madagascar
GBAP1370-12	NA	Anura	NA	NA	NA
GBAP20326-19	BOLD:AAB5269	Anura	9.577	-82.934	Costa Rica
GBCOC14162-23	BOLD:AEA8449	Anura	NA	NA	Unrecoverable
GBCOC14827-23	BOLD:ACF7823	Anura	NA	NA	Brazil
GBCOC18725-23	BOLD:AFT2705	Anura	NA	NA	Brazil
GBCOC8382-23	NA	Anura	NA	NA	Malaysia
GBMAB2188-15	BOLD:ACW0734	Anura	NA	NA	India
GBMIN92548-17	BOLD:ADJ7855	Anura	NA	NA	NA
GBMIN92760-17	BOLD:ACD2618	Anura	38.0733	104.691	China
GBMIN92848-17	BOLD:ACD2618	Anura	38.0733	104.691	China
GBMIN93241-17	BOLD:ADK6698	Anura	NA	NA	NA
GBMNB1809-20	BOLD:AED0987	Anura	NA	NA	NA
GBMNB2159-20	BOLD:ACB3576	Anura	NA	NA	NA
GBMNC75814-20	BOLD:ACH9128	Anura	NA	NA	South Korea
GBMNC76016-20	BOLD:ACH9750	Anura	-40.1331	-72.9089	Chile
GBMNC76098-20	BOLD:AEG9263	Anura	-41.1642	-73.7272	Chile
GBMND1096-21	BOLD:ABY6883	Anura	-3.84127	-40.9058	Brazil
GBMND127-21	NA	Anura	NA	NA	French Guiana
GBMND521-21	BOLD:AEH7721	Anura	NA	NA	Brazil
GBMND561-21	BOLD:ACG0293	Anura	NA	NA	Brazil
GBMNE31672-21	BOLD:AEN6605	Anura	NA	NA	NA
GBMNE66364-22	BOLD:AAM2274	Anura	-15.07	125.18	Australia
GBMNF3476-22	BOLD:ADL5590	Anura	NA	NA	Taiwan
JBJF096-09	NA	Anura	30.032	110.483	China
LDPJR073-17	BOLD:AAH9247	Anura	-26.858	32.2144	South Africa
LDPJR073-17	BOLD:AAH9247	Anura	-26.858	32.2144	South Africa
LIN038-06	BOLD:AAA3768	Anura	1.56675	125.166	Indonesia
MJNV025-24	BOLD:ABA0385	Anura	3.86345	-73.651	Colombia
MYARA001-17	BOLD:ADG0465	Anura	23.5794	95.7406	Myanmar
MYARA001-17	BOLD:ADG0465	Anura	23.5794	95.7406	Myanmar
TAD115-15	NA	Anura	NA	NA	Thailand
WAF021-15	BOLD:ACX9615	Anura	6.24246	-0.5571	Ghana
WAF021-15	BOLD:ACX9615	Anura	6.24246	-0.5571	Ghana
WAMAL747-10	BOLD:AAT9369	Anura	-29.2375	124.558	Australia
WAMAM1040-10	BOLD:AAO1040	Anura	-22.083	114.021	Australia
WAMAM237-10	BOLD:AAM1937	Anura	-14.4488	125.523	Australia
ABR097-13	BOLD:AAA5632	Anura	8.795	-78.449	Panama
ABR097-13	BOLD:AAA5632	Anura	8.795	-78.449	Panama
ABR097-13	BOLD:AAA5632	Anura	8.795	-78.449	Panama
ABR119-13	BOLD:AAA5630	Anura	8.799	-78.462	Panama
ABR119-13	BOLD:AAA5630	Anura	8.799	-78.462	Panama
ABR750-13	BOLD:ACE5110	Anura	9.54	-82.747	Panama
ABR750-13	BOLD:ACE5110	Anura	9.54	-82.747	Panama
ASCRA025-08	BOLD:AAA5418	Anura	NA	NA	Canada
BSAMP780-09	BOLD:AAA9683	Anura	7.774	-77.733	Panama
BSAMP780-09	BOLD:AAA9683	Anura	7.774	-77.733	Panama
BSECO166-11	BOLD:ABA1440	Anura	5.211	-73.137	Colombia
BSECO166-11	BOLD:ABA1440	Anura	5.211	-73.137	Colombia
DBABA358-12	BOLD:ACA3512	Anura	-24.552	-47.223	Brazil
DBABA358-12	BOLD:ACA3512	Anura	-24.552	-47.223	Brazil
DBAFI950-13	BOLD:ACA3413	Anura	-3.835	-40.902	Brazil
DBAFI950-13	BOLD:ACA3413	Anura	-3.835	-40.902	Brazil
FBHER223-14	BOLD:AAN3045	Anura	48.39	11.886	Germany
GBAAW38378-24	BOLD:ADF8776	Anura	NA	NA	Unrecoverable
GBAAW59266-24	BOLD:ADK7510	Anura	NA	NA	Unrecoverable
GBAAW60740-24	BOLD:AAC3625	Anura	NA	NA	Unrecoverable
GBAP0102-06	BOLD:AAJ1838	Anura	NA	NA	Madagascar
GBAP0242-06	BOLD:AAE1712	Anura	NA	NA	NA
GBAP0316-06	BOLD:AAY1591	Anura	NA	NA	NA
GBAP12369-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador
GBAP12451-19	BOLD:ACH9128	Anura	36.4024	127.762	South Korea
GBAP1313-12	BOLD:ACB3700	Anura	-19.0416	46.6849	Madagascar
GBAP1853-13	BOLD:ACH3493	Anura	-19.0416	46.6849	Madagascar
GBAP20468-19	BOLD:AEB1655	Anura	31.4083	-95.1667	United States
GBAP20726-19	BOLD:AEA8449	Anura	NA	NA	NA
GBAP2205-13	BOLD:ACH7173	Anura	NA	NA	NA
GBAP2296-13	BOLD:AAI8396	Anura	NA	NA	NA
GBAP2921-13	BOLD:AAB2782	Anura	NA	NA	NA
GBAP3659-13	BOLD:ACH5535	Anura	-1.6285	-77.9072	Ecuador
GBAP3701-13	BOLD:ACH6984	Anura	NA	NA	NA
GBAP3786-13	BOLD:ACH4980	Anura	-35.7336	-71.5478	Chile
GBAP4367-13	BOLD:ACI0332	Anura	NA	NA	Italy
GBAP4863-15	BOLD:ACS3551	Anura	NA	NA	NA
GBAP5442-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP5498-15	BOLD:AAC9208	Anura	NA	NA	NA
GBCHO15750-23	NA	Anura	NA	NA	Unrecoverable
GBCOC1103-23	BOLD:ACB3764	Anura	NA	NA	Unrecoverable
GBCOC11159-23	BOLD:AFT3048	Anura	NA	NA	Unrecoverable
GBCOC19481-23	BOLD:AFS0175	Anura	NA	NA	Unrecoverable
GBCOC6263-23	BOLD:ACA3439	Anura	NA	NA	Brazil
GBCOC6759-23	BOLD:ACA3500	Anura	NA	NA	Brazil
GBMIN92597-17	BOLD:ACH6984	Anura	NA	NA	NA
GBMIN92889-17	BOLD:ADJ9536	Anura	NA	NA	NA
GBMNB1724-20	BOLD:ACB7171	Anura	NA	NA	NA
GBMNB1736-20	BOLD:ACB7171	Anura	NA	NA	NA
GBMNB1824-20	BOLD:AED3594	Anura	NA	NA	NA
GBMNC75950-20	BOLD:AEG2527	Anura	NA	NA	Brazil
GBMNC76082-20	BOLD:ACH9750	Anura	-43.1053	-73.6956	Chile
GBMNC76491-20	BOLD:AAD5289	Anura	27.78	108.73	China
GBMND1084-21	BOLD:ABY6883	Anura	-26.0125	-61.8287	Argentina
GBMND61621-21	BOLD:ACA5923	Anura	NA	NA	Brazil
GBMND838-21	BOLD:ACA3750	Anura	-28.6225	-59.6611	Argentina
GBMNE66707-22	BOLD:ACA3547	Anura	NA	NA	Brazil
LDPJR093-17	NA	Anura	-28.7653	32.0554	South Africa
LIN347-06	BOLD:AAA6595	Anura	-1.44883	119.995	Indonesia
MLANF057-13	BOLD:ACF8640	Anura	-30.0639	-57.8731	Argentina
MXHER214-09	BOLD:AAB1186	Anura	19.501	-105.053	Mexico
RAACG142-17	BOLD:AAI8396	Anura	NA	NA	Costa Rica
RNOCF380-17	BOLD:ADH9021	Anura	-21.264	47.4183	Madagascar
WAFRA318-14	BOLD:AAH7184	Anura	1.0785	17.2927	Republic of the Congo
WAFRA318-14	BOLD:AAH7184	Anura	1.0785	17.2927	Republic of the Congo
WAMAL418-10	BOLD:AAU1526	Anura	-25.1191	115.427	Australia
WAMAL422-10	BOLD:AAT9367	Anura	-25.1191	115.427	Australia
WAMAM179-10	BOLD:AAM1938	Anura	-15.9894	125.327	Australia
WAMAM413-10	BOLD:AAM2358	Anura	-30.0325	115.818	Australia
WAMAM627-10	BOLD:AAM1932	Anura	-30.3666	121.067	Australia
WAMAM925-10	BOLD:AAM1932	Anura	-30.4833	121.75	Australia
WAMID304-10	BOLD:AAT9082	Anura	-10.1833	123.767	Indonesia
WAMIH034-10	BOLD:AAN3268	Anura	-7.9833	131.15	Indonesia
ABR042-13	BOLD:AAA5626	Anura	8.896	-78.566	Panama
ABR042-13	BOLD:AAA5626	Anura	8.896	-78.566	Panama
ABTVC257-05	BOLD:AAG5769	Anura	9.86347	-84.1467	Costa Rica
AMPSA194-13	BOLD:ACJ9512	Anura	NA	NA	South Africa
BCAHF051-17	NA	Anura	NA	NA	Austria
BIFZH098-17	BOLD:AAN2556	Anura	-3.70748	134.074	Indonesia
BSACU077-11	BOLD:AAT9115	Anura	20.999	-77.715	Cuba
BSACU077-11	BOLD:AAT9115	Anura	20.999	-77.715	Cuba
CNPVT068-16	BOLD:AAA5418	Anura	51.4069	-116.154	Canada
CNPVT108-16	BOLD:AAA7514	Anura	44.4569	-65.2745	Canada
DBABA424-12	BOLD:ACA3568	Anura	-23.863	-45.362	Brazil
DBABA424-12	BOLD:ACA3568	Anura	-23.863	-45.362	Brazil
DBABA601-12	BOLD:ACA3464	Anura	-24.173	-50.865	Brazil
DBABA601-12	BOLD:ACA3464	Anura	-24.173	-50.865	Brazil
DBAFI232-13	BOLD:ACA3562	Anura	-23.708	-46.041	Brazil
DBAFI232-13	BOLD:ACA3562	Anura	-23.708	-46.041	Brazil
EVACC061-12	BOLD:ACF5687	Anura	9.31985	-79.2889	Panama
GBAAW62986-24	BOLD:ADJ6291	Anura	NA	NA	Unrecoverable
GBAAW9250-24	BOLD:AAD9215	Anura	NA	NA	Unrecoverable
GBAP0208-06	BOLD:AAJ2643	Anura	NA	NA	Guyana
GBAP0273-06	BOLD:AAC8479	Anura	NA	NA	Brazil
GBAP0320-06	BOLD:AAY0289	Anura	NA	NA	Chile
GBAP2254-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain
GBAP2519-13	BOLD:ABY8911	Anura	NA	NA	NA
GBAP2543-13	BOLD:AAX5279	Anura	NA	NA	NA
GBAP2818-13	BOLD:AAB2115	Anura	NA	NA	NA
GBAP2851-13	BOLD:AAA3768	Anura	NA	NA	NA
GBAP3074-13	BOLD:AAA3770	Anura	NA	NA	NA
GBAP3219-13	BOLD:ACH7099	Anura	NA	NA	NA
GBAP4709-15	BOLD:ACS6357	Anura	NA	NA	NA
GBAP5578-15	BOLD:ACH2782	Anura	-19.0416	46.6849	Madagascar
GBCHO9652-23	NA	Anura	42.05	9.41667	France
GBCHO9669-23	NA	Anura	42.05	9.41667	France
GBCOC1207-23	BOLD:AAD6744	Anura	NA	NA	Unrecoverable
GBCOC12260-23	BOLD:ACA3434	Anura	NA	NA	Brazil
GBCOC16476-23	BOLD:ACA5878	Anura	NA	NA	Brazil
GBCOC17263-23	BOLD:AFS8995	Anura	NA	NA	Unrecoverable
GBCOC17441-23	BOLD:AFS3036	Anura	NA	NA	Brazil
GBCOC18361-23	BOLD:ACC6441	Anura	NA	NA	Ecuador
GBCOC18506-23	BOLD:ACB3864	Anura	NA	NA	Unrecoverable
GBCOC2349-23	BOLD:ADK2843	Anura	35.6288	113.607	China
GBCOC3153-23	BOLD:AAB7344	Anura	NA	NA	China
GBCOC6524-23	BOLD:ACI1031	Anura	NA	NA	Unrecoverable
GBCOC8533-23	BOLD:AAB5051	Anura	30.0671	100.434	China
GBCOC8727-23	BOLD:ACA5937	Anura	NA	NA	Unrecoverable
GBCOC9840-23	BOLD:ADJ9250	Anura	NA	NA	Unrecoverable
GBMIN91925-17	BOLD:ADF8776	Anura	38.0733	104.691	China
GBMIN92226-17	BOLD:AAB7344	Anura	NA	NA	NA
GBMIN92710-17	BOLD:ACD2618	Anura	38.0733	104.691	China
GBMIN93073-17	BOLD:ACD2618	Anura	NA	NA	NA
GBMIN93282-17	BOLD:ADK7553	Anura	-1.56427	-78.463	Ecuador
GBMNB1811-20	BOLD:AED0987	Anura	NA	NA	NA
GBMND016-21	BOLD:ACA3517	Anura	NA	NA	NA
GBMND1318-21	BOLD:ADK5989	Anura	NA	NA	China
GBMND550-21	BOLD:ACG0294	Anura	NA	NA	Brazil
GBMND648-21	BOLD:ACA3497	Anura	-13.005	-38.507	Brazil
GBMNE66265-22	BOLD:AEY0199	Anura	-18.1517	47.2886	Madagascar
GBMNE66412-22	BOLD:AAM1938	Anura	-16.72	125.46	Australia
GBMNE66617-22	BOLD:ACA3630	Anura	NA	NA	Argentina
GBMNE66626-22	BOLD:ACA3630	Anura	NA	NA	Argentina
GBMNE66631-22	BOLD:AEX8943	Anura	NA	NA	Argentina
GBMNF2953-22	BOLD:AER9706	Anura	NA	NA	NA
GBMNF3526-22	BOLD:ACS5789	Anura	NA	NA	NA
GBMNF3549-22	BOLD:AEU3995	Anura	NA	NA	Vietnam
IQHLM100-06	BOLD:AAC1949	Anura	22.757	104.871	Vietnam
JBJF193-09	BOLD:AAE6034	Anura	31.66	104.16	China
WAFRA504-14	BOLD:ACM3967	Anura	-2.3258	13.6612	Republic of the Congo
WAFRA504-14	BOLD:ACM3967	Anura	-2.3258	13.6612	Republic of the Congo
WAMAL341-10	BOLD:AAT9369	Anura	-31.1833	118.317	Australia
WAMAM519-10	BOLD:AAM2355	Anura	-31.9	116.2	Australia
ABAAP050-08	BOLD:AAD1964	Anura	55.143	36.819	Russia
ABR089-13	NA	Anura	8.893	-78.564	Panama
ABR525-13	BOLD:ACT3766	Anura	7.683	-78.038	Panama
ABR525-13	BOLD:ACT3766	Anura	7.683	-78.038	Panama
ABR525-13	BOLD:ACT3766	Anura	7.683	-78.038	Panama
AMPSA338-13	BOLD:ABX1920	Anura	-14.103	26.018	Zambia
AMPSA351-13	BOLD:ABX1836	Anura	-23.151	31.034	South Africa
BSACU066-11	BOLD:AAT9115	Anura	22.124	-80.352	Cuba
BSACU066-11	BOLD:AAT9115	Anura	22.124	-80.352	Cuba
BSAMP673-09	BOLD:AAC2523	Anura	9.276	-79.328	Panama
BSAMP673-09	BOLD:AAC2523	Anura	9.276	-79.328	Panama
DBAFI538-13	BOLD:ACG0482	Anura	-16.444	-41.068	Brazil
DBAFI538-13	BOLD:ACG0482	Anura	-16.444	-41.068	Brazil
DBFWG002-20	NA	Anura	23.0798	85.2774	India
EVACC230-12	BOLD:AAD4144	Anura	8.63312	-80.0767	Panama
GBAAW36818-24	BOLD:AAD4241	Anura	NA	NA	Unrecoverable
GBAAW43368-24	BOLD:AAD1947	Anura	NA	NA	Madagascar
GBAAW48345-24	BOLD:AAE9581	Anura	5.12	-76	Colombia
GBAAW51878-24	BOLD:AGE7671	Anura	5.06	-75.53	Colombia
GBAP0318-06	BOLD:AAJ6932	Anura	NA	NA	Brazil
GBAP11735-19	BOLD:ACB7937	Anura	-11.5246	-54.3552	Brazil
GBAP13069-19	BOLD:AEH7990	Anura	NA	NA	NA
GBAP1815-13	BOLD:ACH2968	Anura	-19.0416	46.6849	Madagascar
GBAP1819-13	BOLD:ACH2641	Anura	-19.0416	46.6849	Madagascar
GBAP2518-13	BOLD:ACF2247	Anura	NA	NA	NA
GBAP2927-13	BOLD:AAA6596	Anura	NA	NA	NA
GBAP3809-13	BOLD:ACI0709	Anura	-35.7336	-71.5478	Chile
GBAP3990-13	BOLD:ACI1831	Anura	3.4289	-76.6592	Colombia
GBAP4799-15	BOLD:ACS7017	Anura	NA	NA	NA
GBAP4941-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP4983-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP5640-15	BOLD:ACV8196	Anura	NA	NA	NA
GBCOC1099-23	BOLD:ACB3764	Anura	NA	NA	Unrecoverable
GBCOC14771-23	BOLD:ACF7101	Anura	NA	NA	Brazil
GBCOC15435-23	BOLD:AFS7564	Anura	NA	NA	Ecuador
GBCOC15950-23	BOLD:ACF8479	Anura	NA	NA	Brazil
GBCOC2396-23	BOLD:ADC9938	Anura	38.7903	113.985	China
GBCOC5613-23	BOLD:ADL2911	Anura	NA	NA	Unrecoverable
GBCOC7311-23	BOLD:ACA3587	Anura	NA	NA	Bolivia
GBMIN92282-17	BOLD:ACI0227	Anura	NA	NA	NA
GBMIN92285-17	BOLD:ADJ7324	Anura	NA	NA	NA
GBMIN93234-17	BOLD:ADK6699	Anura	NA	NA	NA
GBMNB2371-20	BOLD:ACF9137	Anura	-23.373	-44.8354	Brazil
GBMNC75404-20	BOLD:AAI7867	Anura	NA	NA	Ecuador
GBMNC76438-20	BOLD:ACN7305	Anura	NA	NA	Brazil
GBMND1154-21	BOLD:ABY6883	Anura	-6.96444	-35.7188	Brazil
GBMND1247-21	BOLD:ACA3749	Anura	-11.161	-40.5348	Brazil
GBMND1377-21	BOLD:ACA3402	Anura	NA	NA	Brazil
GBMND210-21	NA	Anura	8.55909	-80.0231	Panama
GBMND608-21	BOLD:AEH8079	Anura	-7.1037	-48.1978	Brazil
GBMND61316-21	BOLD:ACG2163	Anura	-7.03426	-38.3708	Brazil
GBMND61917-21	BOLD:AAB7346	Anura	NA	NA	NA
GBMND720-21	BOLD:ACA3497	Anura	-23.7934	-45.9971	Brazil
GBMND925-21	BOLD:ABY6883	Anura	-12.5723	-41.4918	Brazil
GBMNE31575-21	BOLD:ACD3014	Anura	NA	NA	Brazil
GBMNE31676-21	NA	Anura	NA	NA	NA
GBMNE66314-22	BOLD:ADC9226	Anura	NA	NA	NA
GBMNF2979-22	BOLD:ACF6031	Anura	NA	NA	NA
GBMNF3307-22	BOLD:AES0568	Anura	NA	NA	NA
GVDK054-06	BOLD:AAA9703	Anura	NA	NA	NA
GVDK054-06	BOLD:AAA9703	Anura	NA	NA	NA
IMSAM163-09	BOLD:AAA3240	Anura	31.5464	-7.64861	Morocco
JSRAC568-07	BOLD:AAA3971	Anura	NA	NA	Canada
JTAMA1657-13	BOLD:ACB7266	Anura	NA	NA	Honduras
JTAMA1657-13	BOLD:ACB7266	Anura	NA	NA	Honduras
MYARA018-17	BOLD:ADF9912	Anura	23.5744	95.7378	Myanmar
MYARA018-17	BOLD:ADF9912	Anura	23.5744	95.7378	Myanmar
RAACG102-17	BOLD:AAG5766	Anura	NA	NA	Costa Rica
WAFRA450-14	BOLD:ACM4021	Anura	-2.7898	13.517	Republic of the Congo
WAMAL735-10	BOLD:AAT9368	Anura	-34.5522	118.512	Australia
WAMAM314-10	BOLD:AAM2461	Anura	-16.323	124.759	Australia
WAMAM776-10	BOLD:AAM1794	Anura	-34.925	117.317	Australia
ABR008-13	BOLD:AAB3652	Anura	8.966	-80.625	Panama
ABR008-13	BOLD:AAB3652	Anura	8.966	-80.625	Panama
ABR008-13	BOLD:AAB3652	Anura	8.966	-80.625	Panama
ASCRA560-08	BOLD:AAB9500	Anura	44.869	-75.722	Canada
BSAMP1054-09	BOLD:AAB7112	Anura	9.32	-79.289	Panama
BSAMP1054-09	BOLD:AAB7112	Anura	9.32	-79.289	Panama
DBNGF038-10	BOLD:AAZ3805	Anura	-5.13	145.77	Papua New Guinea
DBNGF137-10	BOLD:AAZ3791	Anura	-5.78617	145.059	Papua New Guinea
DBNGF275-10	BOLD:AAZ4237	Anura	-5.7425	145.334	Papua New Guinea
GBAAW35425-24	BOLD:AFS9736	Anura	NA	NA	China
GBAAW52913-24	BOLD:ACS5262	Anura	NA	NA	China
GBAAW63198-24	BOLD:AGD4821	Anura	NA	NA	Unrecoverable
GBAP0210-06	BOLD:AAW6443	Anura	NA	NA	Bolivia
GBAP12539-19	BOLD:ACH4981	Anura	-39.4117	-73.112	Chile
GBAP2029-13	BOLD:AAU0824	Anura	NA	NA	NA
GBAP20425-19	BOLD:AEB5870	Anura	32.5332	-96.488	United States
GBAP20613-19	BOLD:ADK2843	Anura	NA	NA	NA
GBAP2602-13	BOLD:AAD7144	Anura	NA	NA	NA
GBAP2634-13	BOLD:ACI0970	Anura	NA	NA	NA
GBAP3169-13	BOLD:AAB2115	Anura	NA	NA	NA
GBAP3811-13	BOLD:ACH4979	Anura	-35.7336	-71.5478	Chile
GBAP4033-13	BOLD:ACI1143	Anura	2.6381	-76.915	Colombia
GBAP5039-15	BOLD:ACB3504	Anura	38.0733	104.691	China
GBAP5289-15	BOLD:ACS5262	Anura	38.0733	104.691	China
GBAP5836-19	NA	Anura	8.63312	-80.0767	Panama
GBAP5839-19	NA	Anura	8.6485	-83.6248	Costa Rica
GBAP5845-19	NA	Anura	8.617	-81.05	Panama
GBAP5847-19	NA	Anura	9.22175	-79.4033	Panama
GBAP5854-19	NA	Anura	10.0433	-83.5486	Costa Rica
GBAP5859-19	NA	Anura	8.7	-79.95	Panama
GBAP5861-19	NA	Anura	9.29505	-83.7666	Costa Rica
GBAP5862-19	NA	Anura	8.63337	-80.0783	Panama
GBAP5865-19	NA	Anura	10.33	-84.75	Costa Rica
GBAP5883-19	NA	Anura	9.31763	-83.8565	Costa Rica
GBAP5890-19	NA	Anura	10.0052	-83.5356	Costa Rica
GBAP5893-19	NA	Anura	9.07933	-78.7957	Panama
GBAP5911-19	NA	Anura	8.66667	-80.5917	Panama
GBCOC3159-23	BOLD:AAB7344	Anura	NA	NA	China
GBCOC3273-23	BOLD:AAB7344	Anura	30.8724	98.5225	China
GBMAB817-15	BOLD:ACW1201	Anura	-7.15691	144.835	Papua New Guinea
GBMIN92517-17	BOLD:ACH7663	Anura	NA	NA	NA
GBMIN92840-17	BOLD:ACD2618	Anura	38.0733	104.691	China
GBMNB1925-20	BOLD:AED2388	Anura	NA	NA	NA
GBMNC75612-20	BOLD:AAD9252	Anura	NA	NA	South Korea
GBMNC75681-20	BOLD:AAD9252	Anura	NA	NA	South Korea
GBMNC76191-20	BOLD:AEG9819	Anura	-4.75	-56.6	Brazil
GBMNC76263-20	BOLD:ACH9599	Anura	NA	NA	NA
GBMND1307-21	BOLD:ADK6579	Anura	NA	NA	NA
GBMND61779-21	BOLD:ACF9126	Anura	-14.9669	-44.1344	Brazil
GBMND840-21	BOLD:ACA3750	Anura	-29.0686	-58.6167	Argentina
